zone,grouping,group,model,n,mae,rmse,bias
BE,hour,4,storm,365,7.2122837589041096,10.507734968583925,-1.8295924054794521
BE,hour,4,chronos,365,7.962135881397822,11.460543985922115,0.34123984517136646
BE,hour,4,residual,365,7.77034010212952,11.21591626924378,-0.6439859152516646
BE,hour,5,nyx,365,7.771625987109167,11.28047323321447,0.5004823159403751
BE,hour,5,storm,365,7.610341687671233,10.785774956519159,-1.9270606520547946
BE,hour,5,chronos,365,7.897355671921822,11.509141086465782,0.7550839751779213
BE,hour,5,residual,365,7.8095284606758195,11.29748898221629,-0.029806723837117313
BE,hour,6,nyx,365,9.032510034164615,12.811851781435513,0.5898975908912732
BE,hour,6,storm,365,8.581236082191781,11.913961323316645,-2.892536997260274
BE,hour,6,chronos,365,9.364752832282079,13.348498166663118,-0.2508563754983151
BE,hour,6,residual,365,9.041722823310621,12.934329334629282,-0.46688326688328513
BE,hour,7,nyx,365,10.947904756820405,15.972526536123643,0.05076738123126375
BE,hour,7,storm,365,10.024644983561645,14.931023089271317,-4.596639947945206
BE,hour,7,chronos,365,11.133252698506395,16.341409865998497,-1.3114903727492242
BE,hour,7,residual,365,10.923237563783875,16.020048606013695,-0.7246221202796714
BE,hour,8,nyx,365,11.159079624679377,15.31322416994954,-0.7965198867840477
BE,hour,8,storm,365,11.651529408219178,15.93038631878375,-6.493421994520548
BE,hour,8,chronos,365,12.147859708603114,16.503805153502977,-1.7232762024761885
BE,hour,8,residual,365,11.29174338933595,15.424039650628162,-1.0923505538584906
BE,hour,9,nyx,365,11.533225761483113,15.74198057358521,-1.375920075347997
BE,hour,9,storm,365,11.714687032876713,16.37884120368341,-6.425628802739727
BE,hour,9,chronos,365,13.093064086496014,17.64565924552871,-0.5075579035510751
BE,hour,9,residual,365,11.618978084802732,15.833076082808274,-1.489523513057961
BE,hour,10,nyx,365,11.508097839960076,16.42019293070665,-0.33257737635864815
BE,hour,10,storm,365,11.012714397260273,15.877467547030312,-5.574879915068493
BE,hour,10,chronos,365,13.37620431811189,18.65764240685407,1.2162866445044953
BE,hour,10,residual,365,11.610858951450258,16.44982880922499,-0.5484519066430819
BE,hour,11,nyx,365,11.71854859586823,17.330536483124938,-0.6286047610990582
BE,hour,11,storm,365,11.64581501369863,17.454484840699042,-5.273668805479452
BE,hour,11,chronos,365,14.26951679219285,20.217665924962343,1.0212114801276222
BE,hour,11,residual,365,11.931584818699077,17.74687937540787,-1.2078856785578334
BE,hour,12,nyx,365,12.713441570690811,22.87368336180306,-1.258053237993773
BE,hour,12,storm,365,13.19620535890411,23.10558767468185,-5.669137479452054
BE,hour,12,chronos,365,14.739471297172651,25.729653190013977,0.9549884313295971
