zone,grouping,group,n,coverage80,below_p10,above_p90,width80,interval_score80,wis80_single_interval
NL,hour,4,365,0.726027397260274,0.12602739726027398,0.14794520547945206,18.620704703135033,35.77094329032277,4.733823217654556
NL,hour,5,365,0.7917808219178082,0.1232876712328767,0.08493150684931507,20.45789031982422,37.592678467967296,4.926205902063494
NL,hour,6,365,0.7452054794520548,0.14520547945205478,0.1095890410958904,24.37995712071249,45.79783796557666,6.056553912922547
NL,hour,7,365,0.7780821917808219,0.12602739726027398,0.0958904109589041,33.50441677145762,54.98873571494984,7.283693841088019
NL,hour,8,365,0.7945205479452054,0.10410958904109589,0.10136986301369863,37.09648071707112,56.139590774389525,7.526950597096536
NL,hour,9,365,0.7863013698630137,0.10684931506849316,0.10684931506849316,35.894734892126635,56.92863520138568,7.6071464453951645
NL,hour,10,365,0.7726027397260274,0.1095890410958904,0.1178082191780822,34.301089916490525,55.20230601598203,7.372614423801929
NL,hour,11,365,0.7452054794520548,0.1178082191780822,0.136986301369863,34.96397696717145,61.463720030124115,8.106167065733073
NL,hour,12,365,0.7643835616438356,0.10684931506849316,0.12876712328767123,36.59771339730041,66.23088850062713,8.732989327382468
NL,hour,13,365,0.7753424657534247,0.10684931506849316,0.1178082191780822,37.27010943269077,77.13699046756338,9.746437196498198
NL,hour,14,365,0.7863013698630137,0.10684931506849316,0.10684931506849316,37.40495659815122,78.43511308637552,9.81800338324936
NL,hour,15,365,0.8082191780821918,0.08493150684931507,0.10684931506849316,38.8217983402618,62.62820932764087,8.228246604837919
NL,hour,16,365,0.7534246575342466,0.13424657534246576,0.11232876712328767,36.77681970465673,57.997324970935885,7.83671292109962
NL,hour,17,365,0.7753424657534247,0.10684931506849316,0.1178082191780822,37.41054811869582,59.70079855967192,8.173249486310992
NL,hour,18,365,0.7726027397260274,0.11506849315068493,0.11232876712328767,41.049061814399614,68.61345482081848,9.142422936103078
NL,hour,19,365,0.7972602739726027,0.0958904109589041,0.10684931506849316,48.38172939770842,97.74569453369652,12.430045235262188
NL,hour,20,365,0.7808219178082192,0.10136986301369863,0.1178082191780822,47.52253004100225,102.28199056347457,12.75614786297215
NL,hour,21,365,0.7945205479452054,0.10684931506849316,0.09863013698630137,39.631268603181184,83.70886589895952,10.489411278624075
NL,hour,22,365,0.7315068493150685,0.1232876712328767,0.14520547945205478,29.678700392213585,58.17883001492314,7.506339148694551
NL,hour,23,365,0.736986301369863,0.16712328767123288,0.0958904109589041,25.890991608084065,46.117891528748224,6.157535713673524
NL,season,DJF,2160,0.7550925925925925,0.1476851851851852,0.09722222222222222,22.74150947994656,38.28783766966836,5.15737333773991
NL,season,JJA,2208,0.7590579710144928,0.10552536231884058,0.13541666666666666,36.047198128009185,71.34311853873419,9.102821939286224
NL,season,MAM,2207,0.7734481196193929,0.08744902582691437,0.13910285455369278,35.91355481512902,65.52680116190164,8.486546034294463
NL,season,SON,2185,0.7469107551487414,0.1299771167048055,0.12311212814645309,31.846978279654984,57.55533550167004,7.639104876487024
NL,regime,negative,439,0.8747152619589977,0.06378132118451026,0.06150341685649203,49.72353555944351,103.235777548675,12.09680232282359
NL,regime,upper95_train,1133,0.7237422771403353,0.06531332744924978,0.21094439541041482,49.71538242700346,121.19978793898194,15.26488774060535
NL,regime,upper99_train,155,0.5225806451612903,0.04516129032258064,0.432258064516129,99.57998484949911,460.78115922191074,55.128390530242626
