series
ammonia.nrjscan.freight.price.from.donaldsonville.to.ulsan_via_cape.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.donaldsonville.to.ulsan_via_panama.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.luwuk.to.caojing_ulsan.40kt.lgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.luwuk.to.taichung_caojing_ulsan.40kt.lgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.antwerp.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.houston.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.jorf_lasfar.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.jorf_lasfar.40kt.lgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.richards_bay.21kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.tampa.15kt.handysize.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.tampa_houston_comfort.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.point_lisas.to.ulsan.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.antwerp_via_cape.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.antwerp_via_suez.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.jorf_lasfar.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.jorf_lasfar_via_suez.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.kakinada.15kt.handysize.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.kakinada.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.kandla.15kt.handysize.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.kandla.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.richards_bay.21kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.taichung.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.ras_al_khair.to.ulsan.25.3kt.mgc.argus.weekly.usdt
ammonia.nrjscan.freight.price.from.texas_city.to.jorf_lasfar.40kt.lgc.argus.weekly.usdt
ammonia.nrjscan.price.cfr.adam_index.duty_paid.northwest_europe.argus.daily.usdt
ammonia.nrjscan.price.cfr.adam_index.east_asia_excl_taiwan.argus.daily.usdt
ammonia.nrjscan.price.cfr.adam_index.us_gulf.argus.daily.usdt
ammonia.nrjscan.price.cfr.aggregated_index.high.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.aggregated_index.high.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.aggregated_index.low.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.aggregated_index.low.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.aggregated_index.mid.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.aggregated_index.mid.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.avg.east_asia_excl_taiwan.argus.monthly.usdt
ammonia.nrjscan.price.cfr.avg.incl_duty.northwest_europe.argus.monthly.usdt
ammonia.nrjscan.price.cfr.avg.us_gulf.argus.monthly.usdt
ammonia.nrjscan.price.cfr.bat_smr_ccs.north_america.argus.monthly.usdt
ammonia.nrjscan.price.cfr.bat_smr_ccs.north_east_asia.argus.monthly.usdt
ammonia.nrjscan.price.cfr.bat_smr_ccs.northwest_europe.argus.monthly.usdt
ammonia.nrjscan.price.cfr.contract.high.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.high.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.high.tampa.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.low.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.low.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.low.tampa.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.mid.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.mid.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.contract.mid.tampa.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.cbam_paid.duty_paid.default.northwest_europe.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.cbam_paid.duty_paid.northwest_europe.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.cbam_paid.duty_unpaid.default.northwest_europe.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.cbam_paid.duty_unpaid.northwest_europe.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.excl_duty.northwest_europe.argus.weekly.usdmmbtu
ammonia.nrjscan.price.cfr.spot.high.cbam_paid.duty_paid.default.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.cbam_paid.duty_paid.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.cbam_paid.duty_unpaid.default.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.cbam_paid.duty_unpaid.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.china.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.incl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.morocco.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.singapore.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.tampa.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.turkey.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.us_gulf.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.high.usgulf.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low-c_atr_ccs.excl_tax_credit.ulsan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low-c_atr_ccs.incl_tax_credit.ulsan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low-c_atr_ccs.north_america.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low-c_atr_ccs.north_east_asia.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low-c_atr_ccs.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.cbam_paid.duty_paid.default.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.cbam_paid.duty_paid.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.cbam_paid.duty_unpaid.default.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.cbam_paid.duty_unpaid.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.china.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.incl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.morocco.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.singapore.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.tampa.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.turkey.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.us_gulf.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.low.usgulf.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mgoe_equivalent.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.cbam_paid.duty_paid.default.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.cbam_paid.duty_paid.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.cbam_paid.duty_unpaid.default.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.cbam_paid.duty_unpaid.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.china.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.east_asia.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.mid.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.incl_duty.northwest_europe.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.mid.incl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.india.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.morocco.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.singapore.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.taiwan.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.turkey.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.us_gulf.argus.daily.usdt
ammonia.nrjscan.price.cfr.spot.mid.us_gulf.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.mid.usgulf.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.no-c_renewables_pem.middle_east.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.no-c_renewables_pem.north_america.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.no-c_renewables_pem.north_east_asia.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.no-c_renewables_pem.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.cfr.spot.vlsfo_equivalent.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.nrjscan.price.fob.spot.high.north_africa.argus.weekly.usdt
ammonia.nrjscan.price.fob.spot.low.north_africa.argus.weekly.usdt
ammonia.nrjscan.price.fob.spot.mid.north_africa.argus.weekly.usdt
ammonia.price.cfr.adam_index.duty_paid.northwest_europe.argus.daily.usdt
ammonia.price.cfr.adam_index.east_asia_excl_taiwan.argus.daily.usdt
ammonia.price.cfr.adam_index.us_gulf.argus.daily.usdt
ammonia.price.cfr.adam_index.us_gulf.argus.daily.usdt.1
ammonia.price.cfr.aggregated_index.high.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.aggregated_index.high.india.argus.weekly.usdt
ammonia.price.cfr.aggregated_index.low.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.aggregated_index.low.india.argus.weekly.usdt
ammonia.price.cfr.aggregated_index.mid.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.aggregated_index.mid.india.argus.weekly.usdt
ammonia.price.cfr.avg.east_asia_excl_taiwan.argus.monthly.usdt
ammonia.price.cfr.avg.incl_duty.northwest_europe.argus.monthly.usdt
ammonia.price.cfr.avg.us_gulf.argus.monthly.usdt
ammonia.price.cfr.avg.us_gulf.argus.monthly.usdt.1
ammonia.price.cfr.bat_smr_ccs.middle_east.argus.monthly.usdt
ammonia.price.cfr.bat_smr_ccs.north_america.argus.monthly.usdt
ammonia.price.cfr.bat_smr_ccs.north_east_asia.argus.monthly.usdt
ammonia.price.cfr.bat_smr_ccs.northwest_europe.argus.monthly.usdt
ammonia.price.cfr.contract.high.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.contract.high.india.argus.weekly.usdt
ammonia.price.cfr.contract.high.tampa.argus.weekly.usdt
ammonia.price.cfr.contract.low.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.contract.low.india.argus.weekly.usdt
ammonia.price.cfr.contract.low.tampa.argus.weekly.usdt
ammonia.price.cfr.contract.mid.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.contract.mid.india.argus.weekly.usdt
ammonia.price.cfr.contract.mid.tampa.argus.weekly.usdt
ammonia.price.cfr.spot.cbam_paid.duty_paid.default.northwest_europe.argus.daily.usdt
ammonia.price.cfr.spot.cbam_paid.duty_paid.northwest_europe.argus.daily.usdt
ammonia.price.cfr.spot.cbam_paid.duty_unpaid.default.northwest_europe.argus.daily.usdt
ammonia.price.cfr.spot.cbam_paid.duty_unpaid.northwest_europe.argus.daily.usdt
ammonia.price.cfr.spot.excl_duty.northwest_europe.argus.weekly.usdmmbtu
ammonia.price.cfr.spot.high.cbam_paid.duty_paid.default.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.high.cbam_paid.duty_paid.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.high.cbam_paid.duty_unpaid.default.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.high.cbam_paid.duty_unpaid.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.high.china.argus.weekly.usdt
ammonia.price.cfr.spot.high.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.spot.high.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.high.incl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.high.india.argus.weekly.usdt
ammonia.price.cfr.spot.high.morocco.argus.weekly.usdt
ammonia.price.cfr.spot.high.singapore.argus.weekly.usdt
ammonia.price.cfr.spot.high.taiwan.argus.weekly.usdt
ammonia.price.cfr.spot.high.tampa.argus.weekly.usdt
ammonia.price.cfr.spot.high.turkey.argus.weekly.usdt
ammonia.price.cfr.spot.high.us_gulf.argus.weekly.usdt
ammonia.price.cfr.spot.high.us_gulf.argus.weekly.usdt.1
ammonia.price.cfr.spot.high.usgulf.argus.weekly.usdt
ammonia.price.cfr.spot.low-c_atr_ccs.excl_tax_credit.ulsan.argus.weekly.usdt
ammonia.price.cfr.spot.low-c_atr_ccs.incl_tax_credit.ulsan.argus.weekly.usdt
ammonia.price.cfr.spot.low-c_atr_ccs.middle_east.argus.weekly.usdt
ammonia.price.cfr.spot.low-c_atr_ccs.north_america.argus.weekly.usdt
ammonia.price.cfr.spot.low-c_atr_ccs.north_east_asia.argus.weekly.usdt
ammonia.price.cfr.spot.low-c_atr_ccs.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.cbam_paid.duty_paid.default.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.cbam_paid.duty_paid.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.cbam_paid.duty_unpaid.default.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.cbam_paid.duty_unpaid.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.china.argus.weekly.usdt
ammonia.price.cfr.spot.low.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.spot.low.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.incl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.low.india.argus.weekly.usdt
ammonia.price.cfr.spot.low.morocco.argus.weekly.usdt
ammonia.price.cfr.spot.low.singapore.argus.weekly.usdt
ammonia.price.cfr.spot.low.taiwan.argus.weekly.usdt
ammonia.price.cfr.spot.low.tampa.argus.weekly.usdt
ammonia.price.cfr.spot.low.tampa.argus.weekly.usdt.1
ammonia.price.cfr.spot.low.turkey.argus.weekly.usdt
ammonia.price.cfr.spot.low.us_gulf.argus.weekly.usdt
ammonia.price.cfr.spot.low.us_gulf.argus.weekly.usdt.1
ammonia.price.cfr.spot.low.us_ulf.argus.weekly.usdt
ammonia.price.cfr.spot.low.usgulf.argus.weekly.usdt
ammonia.price.cfr.spot.mgoe_equivalent.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.cbam_paid.duty_paid.default.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.cbam_paid.duty_paid.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.cbam_paid.duty_unpaid.default.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.cbam_paid.duty_unpaid.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.china.argus.weekly.usdt
ammonia.price.cfr.spot.mid.east_asia.argus.daily.usdt
ammonia.price.cfr.spot.mid.east_asia_excl_taiwan.argus.weekly.usdt
ammonia.price.cfr.spot.mid.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.incl_duty.northwest_europe.argus.daily.usdt
ammonia.price.cfr.spot.mid.incl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.mid.india.argus.weekly.usdt
ammonia.price.cfr.spot.mid.morocco.argus.weekly.usdt
ammonia.price.cfr.spot.mid.singapore.argus.weekly.usdt
ammonia.price.cfr.spot.mid.taiwan.argus.weekly.usdt
ammonia.price.cfr.spot.mid.tampa.argus.weekly.usdt
ammonia.price.cfr.spot.mid.turkey.argus.weekly.usdt
ammonia.price.cfr.spot.mid.us_gulf.argus.daily.usdt
ammonia.price.cfr.spot.mid.us_gulf.argus.daily.usdt.1
ammonia.price.cfr.spot.mid.us_gulf.argus.weekly.usdt
ammonia.price.cfr.spot.mid.us_gulf.argus.weekly.usdt.1
ammonia.price.cfr.spot.mid.usgulf.argus.weekly.usdt
ammonia.price.cfr.spot.no-c_renewables_pem.middle_east.argus.weekly.usdt
ammonia.price.cfr.spot.no-c_renewables_pem.north_america.argus.weekly.usdt
ammonia.price.cfr.spot.no-c_renewables_pem.north_east_asia.argus.weekly.usdt
ammonia.price.cfr.spot.no-c_renewables_pem.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.northwest_europe.argus.weekly.usdt
ammonia.price.cfr.spot.vlsfo_equivalent.excl_duty.northwest_europe.argus.weekly.usdt
ammonia.price.fob.spot.high.north_africa.argus.weekly.usdt
ammonia.price.fob.spot.low.north_africa.argus.weekly.usdt
ammonia.price.fob.spot.mid.north_africa.argus.weekly.usdt
app.nrjscan.price.power.fr.y1.eurmwh
gas.fr.import.be.pricer_zone_b.taisnieres_b.gwhd.fcst
gas.fr.price.everyday.month.1.eex.eurmwh
gas.fr.price.everyday.month.2.eex.eurmwh
gas.fr.price.everyday.month.3.eex.eurmwh
gas.fr.price.everyday.quarter.1.eex.eurmwh
gas.fr.price.everyday.quarter.2.eex.eurmwh
gas.fr.price.everyday.quarter.3.eex.eurmwh
gas.fr.price.everyday.quarter.4.eex.eurmwh
gas.fr.price.everyday.season.1.eex.eurmwh
gas.fr.price.everyday.season.2.eex.eurmwh
gas.fr.price.everyday.season.3.eex.eurmwh
gas.fr.price.everyday.year.1.eex.eurmwh
gas.fr.price.everyday.year.2.eex.eurmwh
gas.fr.price.everyday.year.3.eex.eurmwh
gas.fr.price.everyday.year.4.eex.eurmwh
gas.fr.pricer_zone_b.conversion_b_h.gwhd.fcst
gas.fr.pricer_zone_b.nol.gwhd.fcst
gas.fr.pricer_zone_b.swap_grtgaz.gwhd.fcst
gas.price.everyday.ttf.ma.weekly.avg.friday.eurmwh
gas.price.fr.peg.y1.meteor.eurmwh
gas.price.fr.peg.y1.nova.eurmwh
gas.price.lng.freight.cost.be.zeebrugge.to.swe.index.daily.platts.usdmbu
gas.price.lng.freight.cost.qatar.to.japankorea.index.daily.platts.usdmbu
gas.price.lng.freight.cost.qatar.to.swe.index.daily.platts.usdmbu
gas.price.lng.freight.cost.usgulf.to.nwe.ma.daily.platts.usdmbu
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2025.kusd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2025.usd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2026.kusd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2026.usd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2027.kusd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2027.usd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2028.kusd.day
gas.price.lng.spark.freight.spark30.us.sabinepass.to.nl.gate.ice.2028.usd.day
green.ammonia.nrjscan.price.lco.spot.from.middle_east.to.east_asia.argus.monthly.usdt
green.ammonia.nrjscan.price.lco.spot.from.middle_east.to.northwest_europe.argus.monthly.usdmmbtu
green.ammonia.nrjscan.price.lco.spot.from.middle_east.to.northwest_europe.argus.monthly.usdt
green.ammonia.nrjscan.price.lco.spot.mgo_equivalent.from.middle_east.to.northwest_europe.argus.monthly.usdt
green.ammonia.nrjscan.price.lco.spot.vlsfo_equivalent.from.middle_east.to.northwest_europe.argus.monthly.usdt
green.ammonia.nrjscan.price.spot.from.north_america.to.northwesteurope.argus.monthly.usdt
green.ammonia.nrjscan.price.spot.mid.from.australia.to.east_asia.argus.monthly.usdt
green.ammonia.nrjscan.price.spot.mid.from.chile.to.east_asia.argus.monthly.usdt
green.ammonia.price.lco.spot.from.middle_east.to.east_asia.argus.monthly.usdt
green.ammonia.price.lco.spot.from.middle_east.to.northwest_europe.argus.monthly.usdmmbtu
green.ammonia.price.lco.spot.from.middle_east.to.northwest_europe.argus.monthly.usdt
green.ammonia.price.lco.spot.mgo_equivalent.from.middle_east.to.northwest_europe.argus.monthly.usdt
green.ammonia.price.lco.spot.vlsfo_equivalent.from.middle_east.to.northwest_europe.argus.monthly.usdt
green.ammonia.price.spot.from.north_america.to.northwesteurope.argus.monthly.usdt
green.ammonia.price.spot.mid.from.australia.to.east_asia.argus.monthly.usdt
green.ammonia.price.spot.mid.from.chile.to.east_asia.argus.monthly.usdt
macro.nrjscan.price.gasoil.energyec.fr.eur.litre.weekly.obs
macro.nrjscan.price.gasoline.energyec.fr.eur.litre.weekly.obs
macro.price.gasoil.energyec.fr.eur.litre.weekly.obs
macro.price.gasoline.energyec.fr.eur.litre.weekly.obs
power.cds.fr.price.everyday.month.base.forward.curve.eurmwh.filled
power.cds.fr.price.everyday.month.peak.forward.curve.eurmwh.filled
power.cds.fr.price.everyday.quarter.base.forward.curve.eurmwh.filled
power.cds.fr.price.everyday.quarter.peak.forward.curve.eurmwh.filled
