zone,regime,q99_initial,n,mae,rmse,bias,coverage80_pct
BE,negative,183.81799316406253,328,17.678674302328147,47.44458085106227,4.609890658419267,85.67073170731707
BE,high,183.81799316406253,243,51.260225235875424,102.78492047252325,-34.01556651579323,56.79012345679012
DE,negative,249.92399902343757,507,14.062303670993316,38.9919772010821,4.167805312843118,88.75739644970415
DE,high,249.92399902343757,85,109.51026266460681,134.29603825857734,-95.01845598767378,29.411764705882355
FR,negative,158.46099548339848,566,13.316453284159966,40.132521955054756,2.301694651403026,85.51236749116607
FR,high,158.46099548339848,427,16.290532677404638,24.80908968892647,-9.41802434877887,70.72599531615926
NL,negative,216.53199462890635,426,15.831571966445232,41.64800563142114,3.63037861318746,87.79342723004694
NL,high,216.53199462890635,105,95.78606824027328,134.77451088107205,-74.47297084140541,43.80952380952381
