stage,family,group,value,n,mae,rmse,bias
test,raw_hourly,country_hour,FR:23,90,9.063306698269315,12.101398089949527,0.22544258965386144
test,raw_hourly,country_negative,FR,147,12.203204368020401,16.984244531676048,9.439245241645242
test,raw_hourly,country_train_q95,FR,1119,11.814169373158581,17.278843793383352,-4.537922690547504
test,raw_hourly,country,NL,2160,15.385109256744384,33.953725215047484,-1.1323048063207553
test,raw_hourly,country_hour,NL:00,90,7.800770697699653,12.045047465427237,-0.145413811577689
test,raw_hourly,country_hour,NL:01,90,7.218672617594399,11.166509097166486,-0.6757789747450066
test,raw_hourly,country_hour,NL:02,90,7.3838389451768665,11.369713939787053,-0.9586088426378038
test,raw_hourly,country_hour,NL:03,90,7.267923611111112,11.444615879245465,-0.7090421888563373
test,raw_hourly,country_hour,NL:04,90,7.193851243760853,11.133266432563868,0.4690815226236999
test,raw_hourly,country_hour,NL:05,90,7.536826792399089,11.41306275074653,0.037742848714193006
test,raw_hourly,country_hour,NL:06,90,9.454879564073352,13.502262257518211,-3.770150417751736
test,raw_hourly,country_hour,NL:07,90,10.263417424519858,14.8714720270285,-3.232211132473416
test,raw_hourly,country_hour,NL:08,90,12.64234829542372,16.815793728794066,-0.8803756018744595
test,raw_hourly,country_hour,NL:09,90,14.948610326131186,20.59434937223722,3.5253116370307063
test,raw_hourly,country_hour,NL:10,90,17.443597215440537,22.290454734782458,5.230065999348959
test,raw_hourly,country_hour,NL:11,90,17.03023592122396,21.92695869260664,4.587970014784072
test,raw_hourly,country_hour,NL:12,90,15.750180277506509,20.64246825509534,3.9921264512803822
test,raw_hourly,country_hour,NL:13,90,15.82225639851888,20.58437576243041,3.739671040852865
test,raw_hourly,country_hour,NL:14,90,16.3883062286377,20.703261040600786,4.5843567623562285
test,raw_hourly,country_hour,NL:15,90,16.176324696858725,20.44216083139194,5.439567474365235
test,raw_hourly,country_hour,NL:16,90,18.206722240871855,22.35872464681873,2.0295765431722
test,raw_hourly,country_hour,NL:17,90,16.153881669786237,21.271919511804533,2.392322035047744
test,raw_hourly,country_hour,NL:18,90,14.508519807603625,20.773993360816295,-1.5895761464436857
test,raw_hourly,country_hour,NL:19,90,29.486819129096144,61.27971255209946,-12.182479760064021
test,raw_hourly,country_hour,NL:20,90,39.28735934109158,89.89869396438787,-15.689437683105467
test,raw_hourly,country_hour,NL:21,90,31.90453386094835,84.57736756618452,-12.820349778917098
test,raw_hourly,country_hour,NL:22,90,19.00349662950304,49.043679901745406,-8.377249789767795
test,raw_hourly,country_hour,NL:23,90,10.369249226888023,17.899187200837275,-2.1724335530598955
test,raw_hourly,country_negative,NL,137,13.245592859644088,17.40938497645281,7.249817022615976
test,raw_hourly,country_train_q95,NL,744,19.51484018879552,52.17209781192926,-10.159526678105838
test,raw_hourly,hour,00,360,8.276637381659613,13.522727043214212,0.043431555853951115
test,raw_hourly,hour,01,360,7.637845190260146,11.80750405657571,-0.3141046947903093
test,raw_hourly,hour,02,360,8.349546948750815,12.869933552083497,-0.32970779334174294
test,raw_hourly,hour,03,360,8.774365980784099,14.299129942940073,-0.04451581276787656
test,raw_hourly,hour,04,360,8.833677196926542,14.029954624608932,0.8007832590738931
test,raw_hourly,hour,05,360,9.162641050550674,14.201200959450357,0.25166541883680554
test,raw_hourly,hour,06,360,10.478319843292237,14.809236039379362,-3.6038674473232692
test,raw_hourly,hour,07,360,10.769811016930474,15.342032770000035,-2.916719173431396
test,raw_hourly,hour,08,360,12.818347802903919,17.131189756835404,-1.1609615927802202
test,raw_hourly,hour,09,360,15.095169900258384,20.03052488291908,2.4744868032667378
test,raw_hourly,hour,10,360,18.043268055174085,23.012109543504376,4.665472505145603
test,raw_hourly,hour,11,360,17.742166684892442,23.163233062097394,4.288151781717937
test,raw_hourly,hour,12,360,16.405194727367824,21.65305118772553,3.376132139205932
test,raw_hourly,hour,13,360,16.345547251807318,21.26855986583223,4.616760445912679
test,raw_hourly,hour,14,360,16.928172052807277,21.83517851951883,4.239357090208266
test,raw_hourly,hour,15,360,17.32090730539958,22.06290955563469,5.491189807044135
test,raw_hourly,hour,16,360,19.698871832317778,24.381142568222337,3.075474855422973
test,raw_hourly,hour,17,360,16.9263558438619,22.189061443289315,2.3110443161858454
test,raw_hourly,hour,18,360,15.119518683751423,22.19069134539021,-1.9298878629472533
test,raw_hourly,hour,19,360,27.414018952263724,58.18458515793035,-11.419922738817005
test,raw_hourly,hour,20,360,34.54688650597466,80.08124796952083,-13.845915667215984
test,raw_hourly,hour,21,360,27.61340127987332,74.0633007098871,-11.081777819315594
test,raw_hourly,hour,22,360,17.201024418301053,44.5701947977448,-7.727948002285427
test,raw_hourly,hour,23,360,10.488813958062067,17.888976079315068,-2.0049601864284945
test,raw_hourly,negative,actual_lt_zero,522,12.853461905439238,17.340673391738274,7.986212775131751
test,raw_hourly,train_q95,actual_gt_train_q95,3403,17.223586159615596,44.52476916791843,-8.59432180668654
test,raw_quarterhour,overall,all,8640,15.215584724832466,31.57747646142116,-2.2567452284362584
test,raw_quarterhour,country,BE,2160,17.37383345296648,38.60174720530919,-4.055927500583508
test,raw_quarterhour,country_hour,BE:00,90,9.719017211066353,15.360240459325277,-0.43237221018473204
test,raw_quarterhour,country_hour,BE:01,90,8.868083553738066,13.239572907065044,-0.4557886352539062
test,raw_quarterhour,country_hour,BE:02,90,9.556397683037652,14.158834658115374,-0.03847452629937054
test,raw_quarterhour,country_hour,BE:03,90,9.402729684617784,14.575164432172866,0.642857502407499
test,raw_quarterhour,country_hour,BE:04,90,9.650546897040474,14.856976370828582,1.921037553575303
test,raw_quarterhour,country_hour,BE:05,90,9.657955341762968,15.051725258622945,1.213872840881347
test,raw_quarterhour,country_hour,BE:06,90,11.349672947353788,16.907015534199353,-0.36892744869656185
test,raw_quarterhour,country_hour,BE:07,90,13.199871331108938,18.005115905118572,-2.295756944444444
test,raw_quarterhour,country_hour,BE:08,90,15.174189974890814,20.491704351589107,-0.34421436352200074
test,raw_quarterhour,country_hour,BE:09,90,17.837476032680936,22.953533901794856,1.764194959852432
test,raw_quarterhour,country_hour,BE:10,90,20.218929164462622,25.04090712297163,1.3915429823133694
test,raw_quarterhour,country_hour,BE:11,90,19.797953569200303,25.193494141932813,-0.9292931365966808
test,raw_quarterhour,country_hour,BE:12,90,18.243350278642442,24.51068877305811,-4.810113858116998
test,raw_quarterhour,country_hour,BE:13,90,16.2982193675571,22.520405257186237,-3.301178450266521
test,raw_quarterhour,country_hour,BE:14,90,17.46411335457696,25.415526133601453,-6.130732779184975
test,raw_quarterhour,country_hour,BE:15,90,18.53780306455824,24.815167998261284,-6.325180241478814
test,raw_quarterhour,country_hour,BE:16,90,19.064723830752904,24.61532963306496,-2.063789535098606
test,raw_quarterhour,country_hour,BE:17,90,17.60118955951267,23.38461161478831,-3.4763201722039114
test,raw_quarterhour,country_hour,BE:18,90,15.767987946404352,23.317127443268127,-7.219078262329102
test,raw_quarterhour,country_hour,BE:19,90,29.70384914864435,63.47220482625012,-16.909274533165828
test,raw_quarterhour,country_hour,BE:20,90,41.55756971740723,99.83486933001954,-19.9677621629503
test,raw_quarterhour,country_hour,BE:21,90,35.11867410702176,96.73701774105388,-17.44342380862766
test,raw_quarterhour,country_hour,BE:22,90,20.480452251858182,60.18154018514692,-8.73136361524794
test,raw_quarterhour,country_hour,BE:23,90,12.70124685329861,25.11133828877793,-3.0327211693657765
test,raw_quarterhour,country_negative,BE,73,8.801925876565175,12.703925272069117,8.368915131451333
test,raw_quarterhour,country_train_q95,BE,992,19.574177458709286,52.06473299864287,-9.75598295277165
test,raw_quarterhour,country,DE,2160,14.468972646342383,31.051746811214922,-2.4895776409043204
test,raw_quarterhour,country_hour,DE:00,90,7.470342304653592,10.151169525137101,-0.5657245424058688
test,raw_quarterhour,country_hour,DE:01,90,7.025459124247233,10.046118431194655,-0.15039748213026105
test,raw_quarterhour,country_hour,DE:02,90,7.5501362669203,10.782148433673735,-0.09292192840576281
test,raw_quarterhour,country_hour,DE:03,90,7.754045661078562,10.948671636558453,-0.10854545084635545
test,raw_quarterhour,country_hour,DE:04,90,8.04463870493571,11.076705514046177,1.159677094353569
test,raw_quarterhour,country_hour,DE:05,90,8.107648195054797,10.932879928289369,0.6270503167046453
test,raw_quarterhour,country_hour,DE:06,90,8.860099898444282,12.411240146195746,-0.8520079608493377
test,raw_quarterhour,country_hour,DE:07,90,10.417545571221245,14.19360432193671,-2.429829698350693
test,raw_quarterhour,country_hour,DE:08,90,11.892985285017229,16.17669997472588,-1.0224424485100654
test,raw_quarterhour,country_hour,DE:09,90,13.00550402069092,18.185788391875516,2.4150450642903634
test,raw_quarterhour,country_hour,DE:10,90,15.111491558498805,19.227129767075724,3.100068013509114
test,raw_quarterhour,country_hour,DE:11,90,15.392526092529296,20.095678324265627,2.6429118813408743
test,raw_quarterhour,country_hour,DE:12,90,13.949339185926648,18.141585428053673,-1.5690767542521153
test,raw_quarterhour,country_hour,DE:13,90,12.129004976908366,16.8987941031384,-1.0735723470052072
