zone,grouping,group,model,n,mae,rmse,bias
FR,split,test,chronos,1800,14.243802107638889,20.034700892275783,0.2850893626944443
FR,split,test,residual,1800,13.412726348430944,19.234670012540736,-1.5833894622305271
FR,split,train,nyx,4320,9.963697730775076,13.547297186694296,0.08917979622645278
FR,split,train,storm,4320,9.796871807870371,13.523878537408,0.7987741564814812
FR,split,train,chronos,4320,10.49595095053264,14.235334708352166,-0.0620590759215281
FR,split,train,residual,4320,10.13615608592186,13.71351209359705,0.09142843685823307
FR,split,validation,nyx,2279,14.626938245335753,26.288538819215923,-0.08058148105187672
FR,split,validation,storm,2279,15.337464770074591,25.69879410134104,-5.099155861781483
FR,split,validation,chronos,2279,16.180935122659065,28.277341161263305,0.956429349808688
FR,split,validation,residual,2279,14.839871928834418,26.76368773489454,-0.38505053691617697
FR,hour,0,nyx,350,9.775948187396104,14.619243993844139,0.7613432877555689
FR,hour,0,storm,350,11.519290431428571,15.955037702663855,0.07401449428571433
FR,hour,0,chronos,350,9.898991946171428,14.973628035735723,0.1572416058285715
FR,hour,0,residual,350,9.846217637966406,14.757140346154277,0.3352493041374715
FR,hour,1,nyx,350,9.451656613214556,13.334583547474873,-0.035924250697009774
FR,hour,1,storm,350,9.940085437142857,13.856173824284271,-1.9482307685714286
FR,hour,1,chronos,350,9.970291408957143,13.936737374249471,0.022829394471428333
FR,hour,1,residual,350,9.682383177754964,13.586436074514719,0.0664364273198964
FR,hour,2,nyx,349,9.946367688902612,13.806193800662241,-0.9259551896069886
FR,hour,2,storm,349,9.7416066504298,13.327670351908953,-0.16827195128939854
FR,hour,2,chronos,349,10.577090321432665,14.5089114870148,0.008778652206303184
FR,hour,2,residual,349,10.086700363122075,14.034819332292283,-0.15493770673194499
FR,hour,3,nyx,350,10.792275633986701,15.287002051507734,-0.05176106098036615
FR,hour,3,storm,350,10.19187234857143,13.875861883273146,0.3147418228571431
FR,hour,3,chronos,350,11.626631657428572,16.37186836855989,0.9801419908000003
FR,hour,3,residual,350,10.843442217294074,15.54252272362726,0.7141451367861289
FR,hour,4,nyx,350,10.704146099926543,15.261720690415414,0.11854804068072562
FR,hour,4,storm,350,10.91420476857143,15.057852361052126,-1.0234192028571425
FR,hour,4,chronos,350,11.528342318628571,16.531879693685866,0.7746912070857142
FR,hour,4,residual,350,10.711762059744675,15.569416116142119,0.7393717321268107
FR,hour,5,nyx,350,10.846260907831867,15.217525919300625,0.5697380665916101
FR,hour,5,storm,350,10.827775362857142,15.205516993634705,-3.1698508142857147
FR,hour,5,chronos,350,11.674527363285714,16.128639625841164,0.4950856207142858
FR,hour,5,residual,350,11.069569237034411,15.54477412956623,0.6594620562174955
FR,hour,6,nyx,350,11.752429596218182,15.739955662187183,0.27252884549159917
FR,hour,6,storm,350,12.021414597142856,17.075442000197867,-5.740731465714286
FR,hour,6,chronos,350,12.25796464930286,16.436274045507734,-0.5228021927314285
FR,hour,6,residual,350,12.147280094946147,16.04574462656227,-0.3962706715478961
FR,hour,7,nyx,350,12.26064399971912,17.069081067728476,-0.04814716435840263
FR,hour,7,storm,350,12.47142951714286,17.901876664044618,-7.061972802857142
FR,hour,7,chronos,350,12.886470783142858,17.77851778702156,-1.1303257705714285
FR,hour,7,residual,350,12.519585645513388,17.338627517990613,-0.7712573687790238
FR,hour,8,nyx,350,13.237918689634192,18.44025815499506,-1.4856262980521104
FR,hour,8,storm,350,13.675384634285715,19.136210338521593,-7.619208794285714
FR,hour,8,chronos,350,13.926840914142858,19.13203035201332,-2.330363221
FR,hour,8,residual,350,13.437961389426663,18.664232616961083,-1.7410044671473153
FR,hour,9,nyx,350,11.852679906461391,16.01905096108314,-0.7878967662837246
