series,day,cutoff_time_utc,raw_timestamp,value
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 12:15:00+00:00,1857.59
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 12:30:00+00:00,1772.37
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 12:45:00+00:00,1692.39
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 13:00:00+00:00,1599.073
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 13:15:00+00:00,1693.191
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 13:30:00+00:00,1583.528
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 13:45:00+00:00,1274.135
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 14:00:00+00:00,1347.596
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 14:15:00+00:00,1048.534
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 14:30:00+00:00,922.683
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 14:45:00+00:00,941.989
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 15:00:00+00:00,761.489
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 15:15:00+00:00,657.299
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 15:30:00+00:00,506.63
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 15:45:00+00:00,344.566
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 16:00:00+00:00,206.316
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 16:15:00+00:00,102.026
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 16:30:00+00:00,26.396
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 16:45:00+00:00,1.71
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 17:00:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 17:15:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 17:30:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 17:45:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 18:00:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 18:15:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 18:30:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 18:45:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 19:00:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 19:15:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 19:30:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 19:45:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 20:00:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 20:15:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 20:30:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 20:45:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 21:00:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 21:15:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 21:30:00+00:00,0.0
23259,2025-10-15,2025-10-14T06:00:00+00:00,2025-10-15 21:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-14 23:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-14 23:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-14 23:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-14 23:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 00:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 00:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 00:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 00:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 01:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 01:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 01:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 01:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 02:00:00+00:00,0.0
